id,category,title,year,venue,status,url,evidence_level,anchor,mechanism_zh,relation_zh,threat,read_date,fulltext_obtained,experiment_zh,limitation_zh,verification_note,current_reading_status,full_document_read,reading_scope,training_zh,scoring_zh,normal_only,synthetic,auxiliary_ood,normal_perception_zh,inference_cost_zh
R036,正常重建与概率异常,DRAEM - A Discriminatively Trained Reconstruction Embedding for Surface Anomaly Detection,2021,ICCV,已发表,https://arxiv.org/pdf/2108.07610,所获全文完整通读,§3.1–3.4：恢复、判别及合成机制；§4：MVTec、DAGM 与联合训练消融；§5：结论,恢复网络把损坏图像恢复为正常，判别网络读取输入与恢复结果，联合学习逐像素异常。,端到端利用正常恢复辅助异常判别已有明确先例。,高：不能把正常恢复与异常判别联合训练本身当作创新。,2026-09-25,true,MVTec：像素 AP 68.4，单判别为 62.5；不同纹理来源会改变结果。,缺失物体和正常背景易混淆，合成缺陷种类决定判别监督；工业表面缺陷不等同未知道路类别。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,恢复损失为像素与结构相似度；分割采用焦点损失，判别梯度影响恢复网络。,分割分支直接给出异常图，平滑后最大响应给出图像异常。,真实目标域训练图像为正常，但训练引入合成异常监督，不能归入无合成异常。,是：Perlin 区域混合外部纹理，提供异常掩码。,使用 DTD 纹理构造负样本。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R037,正常重建与概率异常,DeSTSeg: Segmentation Guided Denoising Student-Teacher for Anomaly Detection,2023,CVPR,已发表,https://arxiv.org/pdf/2211.11317,所获全文完整通读,§3：两阶段去噪蒸馏与分割；§4：指标及分辨率、融合消融；第 6 页：precision/FPR 表述需辨别,固定教师读取干净图像，学生读取损坏图像并学习去噪特征；第二阶段把师生差异送入分割头。,已展示师生差异需要针对最终分割目标学习读出。,高：师生去噪与差异读出的宽泛叙事已覆盖。,2026-09-25,true,MVTec：图像 AUROC 98.6，像素 AP 75.8；细粒度分割头与训练阶段影响明显。,依赖合成异常标注；很小缺陷受特征分辨率限制。文中部分位置把 1−precision 称为 FPR，不能移用该定义。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,先多层余弦去噪，再固定师生训练焦点损失与 L1 分割头。,多层归一化特征逐元素乘积经过残差和空洞卷积分割。,否：真实训练素材正常，但存在有掩码的合成异常。,是：DRAEM 式纹理混合异常。,使用外部纹理及 ImageNet 预训练。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R038,正常重建与概率异常,Reconstruction by inpainting for visual anomaly detection,2021,Pattern Recognition,已发表,https://www.sciencedirect.com/science/article/pii/S0031320320305094,有限原始资料；未完成全文方法核验,仅出版方章节摘要和作者出版页；全文未获得,作者摘要说明 RIAD 随机移除部分图像区域、以局部填补重建正常图，用重建差异检测异常。出版方可见章节摘要确认编码解码器及分块大小消融，但本轮未核读完整公式。,作为目标排除重建的线索；本项目的实质新颖性判断优先依赖已取得全文的 InTra、UniAD、Erasing Them，而不依赖本条不足证据。,潜在高：遮挡防复制的早期前例，未完成全文核查。,2026-09-24,false,出版方章节摘要提及 MVTec、UCSD Ped2、Avenue；完整实验设定未核读，不以其他论文引用补成原文阅读。,本轮全文获取失败；可见章节摘要指出含大面积噪声的 cable、hazelnut 不易填补及遮挡块大小敏感，但不足以做逐式方法比较。,已尝试原始出版方、作者页和替代全文入口；未把搜索索引、摘要或二手复述算作完整方法阅读。,本轮未取得可核验全文,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R039,正常重建与概率异常,Inpainting Transformer for Anomaly Detection,2022,ICIAP,已发表；2021年预印本,https://arxiv.org/pdf/2104.13897,所获全文完整通读,§3：窗口遮挡、注意力与恢复；§4：正常验证、主结果与失败例；§5：结论,遮住目标图块，仅利用周围图块的 Transformer 表示恢复它。,“不看目标、从上下文预测正常外观”是直接先例。,很高：仅改变预测对象为距离不足以证明整套机制全新。,2026-09-25,true,MVTec：图像 AUROC 95.0，像素 96.6；线缆整体缺失和胶囊正常文字存在困难。,上下文窗口限制全局关系，逐窗口推理有成本；正常细节恢复不良会产生误报。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–10 页，§1–5；本轮随后已读完该 PDF 全部学术内容。内嵌补充覆盖：第 13–14 页定性附录及图注。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,正常图像窗口训练，像素、结构相似度与梯度相似度损失；使用正常验证恢复损失早停。,逐块修复后计算多尺度梯度差异，减去训练正常误差基准并平滑。,是：用正常图像及正常验证选择恢复模型。,没有异常标签；遮挡是恢复任务输入。,无外部异常数据。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R040,正常重建与概率异常,Self-Supervised Predictive Convolutional Attentive Block for Anomaly Detection,2022,CVPR,已发表,https://openaccess.thecvf.com/content/CVPR2022/papers/Ristea_Self-Supervised_Predictive_Convolutional_Attentive_Block_for_Anomaly_Detection_CVPR_2022_paper.pdf,所获全文完整通读,§3：预测卷积与通道注意力；§4：MVTec 与视频实验；结果表：AP 与 AUROC 不同步,只用四角膨胀卷积预测中心特征，再做通道注意力，作为可插入的自监督预测模块。,目标排除必须明确排除发生在原始输入还是已经混合上下文的特征上。,高：局部遮挡预测模块本身已有直接先例。,2026-09-25,true,插入 DRAEM 后 AP 68.4→69.9，但像素 AUROC 97.3→97.2，指标变化并不一致。,遮挡高层特征并不保证上游表示没有目标信息；全局注意力可能保留目标关联。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,宿主损失加中心预测均方误差；MVTec 与视频使用不同权重。,继承宿主异常读出，不独立定义统一异常分数。,依赖所嵌入模型；视频正常训练，但 DRAEM/CutPaste 分支使用合成异常。,本模块遮挡特征；部分完整方法另有合成异常。,依赖宿主方法。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R041,正常重建与概率异常,A Unified Model for Multi-class Anomaly Detection,2022,NeurIPS,已发表,https://arxiv.org/pdf/2206.03687,所获全文完整通读,§3：neighbor-masked attention、layer-wise queries、feature jitter；§4：统一多类训练及恒等捷径消融；图 2：重建损失与异常指标分离；附录 C.4 与表 A5：骨干可重建性与异常区分退化；附录 B.3：仅可视化解码器的监督范围,冻结特征编码器；邻域遮挡注意力、分层可学习查询、特征扰动共同抑制恒等复制。,对当前“正常知识、目标排除、查询预测”构成近邻；多类正常联合并非新增概念。,很高：多类正常恢复、遮挡与查询组合已存在。,2026-09-25,true,MVTec 联合训练：图像 AUROC 96.5，像素 96.8；展示普通重建损失下降而异常指标退化。 附录 C.4：把骨干从冻结改为联合训练，图像/像素 AUROC 由 96.5/96.8 降到 65.9/65.5。,正常恢复精度不直接决定异常区分；高计算预算和图像特征先验限制迁移。 附录用于可视化的特征到图像解码器训练见过异常，但不用于实际检测，需要与检测训练区别。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–10 页，§1–5；本轮随后已读完该 PDF 全部学术内容。内嵌补充覆盖：第 13–19 页附录 A–D：任务、全部结构、训练、消融、图注。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,多个正常类别共同最小化特征重建误差。,正常特征与恢复特征的距离形成像素异常图。,是：多种正常类别联合训练，不需要异常标签。,特征高斯扰动为恢复增强，不构造带异常标签的负样本。,ImageNet 正常特征预训练。,多类正常重建；不输出每点正常语义类别，也未报告道路语义分割质量。,
R042,正常重建与概率异常,Dinomaly: The Less Is More Philosophy in Multi-Class Unsupervised Anomaly Detection,2025,CVPR,已发表,https://openaccess.thecvf.com/content/CVPR2025/papers/Guo_Dinomaly_The_Less_Is_More_Philosophy_in_Multi-Class_Unsupervised_Anomaly_CVPR_2025_paper.pdf,所获全文完整通读,§3：特征噪声、线性注意力、松恢复；§4：三个基准及组件消融；§5：总结；官方补充 §A/§G：工业缺陷与语义异常的区别；表 A1/A8/A11/A12：预训练、噪声、效率与随机种子,采用强冻结特征、较弱的线性注意力解码器、较松的分组恢复和特征丢弃，限制异常复制。,要求将正常恢复质量和未知识别质量分开论证。,高：通用正常重建与防复制叙事拥挤。,2026-09-25,true,MVTec 图像 AUROC 99.6、像素 98.4、AP 69.3；另评估 VisA 与 Real-IAD。,强预训练与规模是重要条件；严格的逐层恢复约束未必优于松约束，不能以更强恢复能力直接推出异常更好。 官方补充 §A/§G 明确限于感知/结构缺陷，并明确称不适用于语义异常；采用中心裁剪，边缘异常可能不可见。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。另完整阅读官方独立补充的全部学术内容：第 1–13 页 §A–G，14–16 页参考文献。,多类正常联合；余弦恢复损失与软误差挖掘。,多层组恢复差异生成异常图。,是：异常任务训练只使用正常图像。,特征丢弃属于恢复扰动，不提供异常标签。,使用大规模 DINOv2 预训练。,联合多类别工业正常恢复，不是逐点正常语义感知。,
R043,正常重建与概率异常,CutPaste: Self-Supervised Learning for Anomaly Detection and Localization,2021,CVPR,已发表,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_CutPaste_Self-Supervised_Learning_for_Anomaly_Detection_and_Localization_CVPR_2021_paper.pdf,所获全文完整通读,§3：三类伪异常任务与密度；§4：MVTec；§5.4：语义异常与工业缺陷的反向排序,把正常图像和两个合成损坏类型作为分类任务学习表示。,直接证实“异常”构念不同会反转方法排序。,中：不与当前无合成路线直接竞争，却削弱从缺陷文献推导道路性能的论证。,2026-09-25,true,MVTec 从头训练图像 AUROC 95.2、像素 96.0；§5.4 的语义异常 CIFAR 仅 69.4，旋转方法为 91.3。,工业缺陷的有效训练任务可能不利于语义未知类别，不能从工业优势推出道路优势。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–6；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,自监督三分类，然后拟合正常嵌入的高斯分布。,马氏距离给异常分数；图块推理生成定位图。,真实数据正常，但伪异常分类训练，不能视为无合成异常。,是：剪切粘贴、旋转、细长划痕式伪异常。,可用 ImageNet 预训练；不要求真实异常训练。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R044,正常重建与概率异常,DSR -- A dual subspace re-projection network for surface anomaly detection,2022,ECCV,已发表,https://www.ecva.net/papers/eccv_2022/papers_ECCV/papers/136910526.pdf,所获全文完整通读,§3：量化码合成与双子空间恢复；§4：MVTec、KSDD2 与采样消融；§5：结论,把输入分别投影至通用表征空间与目标物体正常空间，再比较两个恢复结果进行分割。,通用解释与正常解释的比较已经存在，创新不能仅称“两种解释”。,高：双空间正常参照机制已明确提出。,2026-09-25,true,MVTec 图像 AUROC 98.2、像素 AP 70.2；量化采样策略明显影响结果。,合成类型和量化码邻域仍是先验；部分附加实验使用真实异常标签，需要分开。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–14 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,Perlin 区域内替换量化码；正常空间恢复损失及异常掩码分割损失。,分割网络学习双恢复结果与输入之间的区别。,否：虽然目标真实训练图正常，但使用合成异常监督。,是：量化特征替换和污迹异常。,通用 ImageNet 训练量化模型。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R045,正常重建与概率异常,SimpleNet: A Simple Network for Image Anomaly Detection and Localization,2023,CVPR,已发表,https://openaccess.thecvf.com/content/CVPR2023/papers/Liu_SimpleNet_A_Simple_Network_for_Image_Anomaly_Detection_and_Localization_CVPR_2023_paper.pdf,所获全文完整通读,§3：特征适配、异常生成与判别；§4：主结果、噪声和适配器消融,固定骨干，轻量线性适配器和两层判别器学习正常特征与扰动特征的边界。,轻量头可以强，但性能依赖异常监督代理与选择规则，不能直接移入当前正常训练原则。,中：效率设计参考，训练边界不同。,2026-09-25,true,原文 MVTec 图像 AUROC 99.6、像素 98.1；线性适配器优于更复杂适配器。,噪声大小与评估选择影响结果；EfficientAD §4 指出其官方实现使用测试指标选择训练时长，该批评来源应另引 R049。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,正常/合成负类采用带间隔判别损失；不必重建图像。,判别器的负输出为局部异常值，平滑与最大值聚合。,否：采用特征空间伪异常负样本。,是：正常嵌入加高斯扰动作为负类。,ImageNet 特征预训练。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R046,正常重建与概率异常,Towards Total Recall in Industrial Anomaly Detection,2022,CVPR,已发表,https://openaccess.thecvf.com/content/CVPR2022/papers/Roth_Towards_Total_Recall_in_Industrial_Anomaly_Detection_CVPR_2022_paper.pdf,所获全文完整通读,§3：局部特征与最小最大覆盖子集；§4：少样本、分辨率及记忆比例；§5：迁移限制,收集正常局部特征，以覆盖优先的子集选择压缩记忆库。,当前每类单原型应与多模态正常覆盖比较；数据多并不代表覆盖好。,中高：正常支持距离与记忆覆盖是成熟方法。,2026-09-25,true,MVTec 图像 AUROC 99.1、像素 98.1；少量但覆盖充分的样本很有效，降空间分辨率会损害性能。,预训练特征迁移与正常覆盖支配结果；最优测试 F1 阈值不等于部署阈值。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,没有异常任务的梯度训练；选择能覆盖正常表征的代表点。,至正常记忆最近邻距离，图像分数还考虑近邻局部密度。,是：目标任务正常样本建立记忆。,否。,ImageNet 特征预训练。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R047,正常重建与概率异常,PaDiM: a Patch Distribution Modeling Framework for Anomaly Detection and Localization,2020,ICPR 2020 Industrial Machine Learning Workshop,作者原始页注明工作坊录用；年份按预印本首发2020,https://arxiv.org/pdf/2011.08785,所获全文完整通读,§3：多层联合高斯与维度选择；§4：随机维度、跨层相关性、空间变换实验,在每个图像位置拟合多层局部特征的联合高斯，保留跨层相关性。,类别原型的各向同性距离忽略正常类内方向差异；协方差解释已有成熟先例。,中：单原型正常度不能作为新概念。,2026-09-25,true,MVTec 像素 AUROC 97.5、PRO 92.1；随机维度选择优于主成分选择的结果提示低方差方向可能有用。,每位置建模依赖对齐；旋转与裁剪降低性能。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–6 页与第 7 页结论；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,随机选择嵌入维度，估计正常均值与正则化协方差。,马氏距离给局部异常，空间平滑后聚合。,是：只拟合正常图块。,否。,ImageNet 预训练特征。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R048,正常重建与概率异常,Anomaly Detection via Reverse Distillation From One-Class Embedding,2022,CVPR,已发表,https://arxiv.org/pdf/2201.10703,所获全文完整通读,§3：OCBE、反向蒸馏与损失；§4：工业与语义异常、瓶颈消融；可视化：错位物体的标签与响应差异,将教师多层特征经正常嵌入瓶颈压缩，再以反向解码器恢复各层特征。,正常解释模型的防复制结构已经广泛研究，需要说明当前几何预测额外提供什么。,高：不对称正常恢复不是新意。,2026-09-25,true,MVTec 图像 AUROC 98.5、像素 97.8、PRO 93.9；CIFAR 语义异常 86.5。,瓶颈抹去异常是经验机制；物体错位的整物标注与局部变化响应可不一致。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,多层余弦蒸馏；结构不对称与瓶颈抑制异常复制。,教师与学生多尺度差异融合为像素分数。,是：目标域正常样本训练。,否。,ImageNet 固定教师。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R049,正常重建与概率异常,EfficientAD: Accurate Visual Anomaly Detection at Millisecond-Level Latencies,2024,WACV,已发表,https://arxiv.org/pdf/2303.14535,所获全文完整通读,§3.1–3.4：局部师生、全局自编码与分位数融合；§4：速度、数据与公平选择；SimpleNet 实现的测试选择问题；§5：逻辑异常分析；附录 A 算法 1–3；附录 D 表 10–15：AUROC、AP 与低误报指标；附录 E：端到端传输计时,局部师生检测结构缺陷，全局自编码器检测逻辑异常；学生另预测自编码器误差，减少正常系统偏差。,正常验证校准、局部与全局两个正常证据以及高效联合模型均已存在。,很高：不能把正常分位数校准或两证据融合本身当新贡献。,2026-09-25,true,跨 32 个场景：中型平均 AUROC 96.0、PRO 93.3、4.5 ms；§4 关闭测试挑选训练时长和测试裁剪。,全局正常关系依赖任务结构；与没有辅助负向数据的方法需说明差异。三项 STU 指标未验证。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。内嵌补充覆盖：第 12–27 页附录 A–F：完整伪代码、基线设置、所有指标表、速度方法与定性分析。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,教师蒸馏后固定，学生只拟合最难正常位置；正常验证分位数校准两路分数。,局部与全局差异经正常验证 0.9/0.995 分位数线性校准后平均。,目标域训练正常；另有外部 ImageNet 学生输出惩罚，必须披露。,无显式合成缺陷标签。,是：ImageNet 图像用于学生惩罚，构成辅助负向约束。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R050,正常重建与概率异常,Multimodal Industrial Anomaly Detection via Hybrid Fusion,2023,CVPR,已发表,https://arxiv.org/pdf/2303.00601,所获全文完整通读,§3：点图特征对齐、无监督融合、决策融合；Algorithm 1：两阶段记忆与正常单类决策训练；§4：模态、融合和分辨率消融；附录 F：自监督特征；附录 G：Eyecandies 记忆库 10–400 样本选择最佳结果,对齐图像图块与三维局部特征，用无监督对比学习融合，并保留 RGB、三维、融合三个记忆库。,几何与外观互补已有实证，贡献需说明与同一正常类别解释的关系。,高：泛泛双证据互补不足以形成新颖性。,2026-09-25,true,MVTec-3D：图像 AUROC 94.5、像素 99.2、PRO 96.4；直接拼接弱于学习融合。,固定视角、可投影的结构光与前景处理是重要条件；道路稀疏点云不同。 补充 §G 的 Eyecandies 结果在不同记忆库大小之间取最佳，不能据此声称全程正常开发。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。内嵌补充覆盖：第 11–15 页附录 A–H：实现、分类别结果、设置、特征与 Eyecandies。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,对应跨模态图块学习融合；构建正常记忆后，正常数据训练两个单类支持向量决策层。,各记忆库最近邻异常分数由单类决策层组合。,是：异常学习阶段仅正常数据。,否。,ImageNet DINO 与 ShapeNet Point-MAE 预训练。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R051,正常重建与概率异常,Asymmetric Student-Teacher Networks for Industrial Anomaly Detection,2023,WACV,已发表,https://openaccess.thecvf.com/content/WACV2023/papers/Rudolph_Asymmetric_Student-Teacher_Networks_for_Industrial_Anomaly_Detection_WACV_2023_paper.pdf,所获全文完整通读,§3：流教师与非可逆学生；§4：RGB/D、掩码和流教师对照,可逆流教师把正常特征转为高斯，非可逆卷积学生拟合其输出，以结构不对称制造异常差异。,正常密度与异构学生差异已有先例；必须避免将结构性质夸大为未知检出保证。,高：概率正常解释配差异并非全新。,2026-09-25,true,MVTec 图像 AUROC 99.2；MVTec-3D RGB+D 93.7，取消前景掩码降到 84.0。,可逆性不能保证未知输入必定落在异常潜变量区；前景筛选贡献很大，密集工业场景不等同道路。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–8 页，§1–5；本轮随后已读完该 PDF 全部学术内容。该 PDF 未附独立学术附录；正文后的内容为参考文献/致谢。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,正常负对数似然训练流，正常回归训练学生；RGB、深度和位置编码可组合。,师生平方差在图块上聚合，前景掩码辅助三维场景。,是：正常数据训练教师密度与学生。,否。,ImageNet 预训练。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R052,正常重建与概率异常,Back to the Feature: Classical 3D Features Are (Almost) All You Need for 3D Anomaly Detection,2023,CVPR Workshops,已发表,https://arxiv.org/pdf/2203.05550,所获全文完整通读,§3–4：FPFH、正常记忆、几何比较；§5：下采样、背景平面与 RGB 融合；§6：结论,利用局部法向关系的经典几何描述，与深度 RGB 特征结合建立正常记忆。,几何细节并非一定需要更强深度骨干，目标分辨率与正常覆盖可能更重要。,中：手工局部几何证据为强对照，不能只和弱重建比较。,2026-09-25,true,MVTec-3D 主表图像 AUROC 0.865、像素 0.993、PRO 0.964；摘要图像数值略有差别，引用应标明主表。 附表 3 则为图像 AUROC 0.873，主文与附表数值应分别注明。,下采样易丢失小缺陷；RGB 融合并非对每种异常都有效；依赖工业前景几何。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–9 页，§1–6；本轮随后已读完该 PDF 全部学术内容。内嵌补充覆盖：第 13–17 页附录 A–F：分类别指标、预训练与几何特征实现、预处理。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,正常图块/点的记忆子集；不训练异常分类器。,局部正常最近邻距离。,是：正常记忆。,否。,RGB 分支使用 ImageNet；几何 FPFH 无需学习。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
R053,正常重建与概率异常,Real3D-AD: A Dataset of Point Cloud Anomaly Detection,2023,NeurIPS Datasets and Benchmarks,已发表,https://arxiv.org/pdf/2309.13226,所获全文完整通读,§3：数据采集、划分与标注；§4：Reg3D；§5：基准结果与类别失败；附录 A：BTF 测试 500:1 下采样；附录 B：物体与点级指标排序并不一致,Real3D-AD 提供完整正常模板和局部扫描测试；Reg3D 用配准后的几何与局部特征正常距离。,“正常物体模板”与“19 类开放道路场景正常知识”不能等同。,低中：主要界定迁移边界与几何对照。,2026-09-25,true,数据 1254 个扫描，含 48 个训练模板、604 个正常和 602 个异常测试；Reg3D 物体 AUROC 70.4。,依赖已知物体类别和完整参考，缺失部位主要通过断面可见点标注；扫描边缘会误报。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,正文第 1–10 页，§1–6；本轮随后已读完该 PDF 全部学术内容。内嵌补充覆盖：第 13–14 页附录 A–B：采样条件、点级 AP/AUROC 与模板消融。引用表按查证需要读取，未将逐条书目读取算作新论文；图表文字、公式和图注已读，未逐像素检查所有可视化。,12 类物体，每类 4 个完整正常参考；正常特征记忆。,注册后的坐标/特征差异及局部全局聚合。,是：每类别少量完整正常模板。,训练不合成异常；测试含真实缺陷。,Point-MAE 预训练。,不输出道路正常类别的逐点语义分割，未提供该项质量证据。,
